word,idf,doc_num,index,保险,银行债券,基金,外汇,期货,科技,股票,黄金,total_freq
习近平,6.697312820034864,151,398,22,9,3,51,25,4,108,37,259
上周,3.739730261331434,1173,399,29,115,74,397,347,35,300,794,2091
Catril,11.61378946447258,5,400,0,0,0,5,0,0,0,0,5
紧缩,5.591421651444126,325,401,2,16,11,172,7,1,38,170,417
美元,2.025824475589901,3848,402,32,81,156,8660,1492,297,1366,16193,28277
微升,9.180830057196475,27,403,2,4,3,7,1,0,5,7,29
明年,3.918909271673389,1036,404,52,68,77,444,157,87,313,423,1621
通胀,4.01239007394075,971,405,26,61,47,917,83,1,104,923,2162
不予,7.6877900459163575,76,406,20,6,3,2,9,13,33,1,87
谈判,4.65494678922934,622,407,57,8,3,736,65,23,94,285,1271
关注,2.306360939280333,3168,408,418,244,641,784,392,261,1136,1044,4920
特朗普,3.6654222328879027,1235,409,3,9,9,2371,227,55,349,1609,4632
形式,4.650315340497695,624,410,193,84,144,24,49,59,193,39,785
领导人,6.1808300571964745,216,411,4,5,3,190,15,3,18,95,333
达成,4.045453282338833,949,412,47,31,27,615,70,79,316,236,1421
全球,2.3868956509011916,2996,413,231,159,433,1279,920,607,1684,1570,6883
税率,7.028826963751425,120,414,27,5,29,31,21,5,32,46,196
美元兑,5.41215560330293,368,415,0,3,3,455,4,0,20,148,633
走软,5.821975393310755,277,416,0,0,0,130,5,1,9,186,331
小涨,8.543400136581182,42,417,0,0,0,23,4,0,12,12,51
英国议会,7.891323440001489,66,418,0,0,0,73,1,6,3,36,119
美联储,3.0824080039562682,1850,419,5,76,27,4277,84,0,663,4325,9457
Bednarik,8.981521248973069,31,420,0,0,0,16,0,0,0,21,37
打击,5.087094618930605,461,421,57,13,27,149,56,50,113,126,591
休战,11.12836263730234,7,422,0,0,0,1,0,0,0,6,7
报,3.063042679089337,1875,423,87,68,117,1123,380,53,995,1291,4114
达成协议,5.885869009909382,265,424,3,0,0,253,14,5,26,89,390
华侨银行,10.935717559359944,8,425,0,0,0,3,0,0,0,6,9
余地,8.57816555474186,41,426,1,7,0,14,5,1,7,7,42
其超,12.350755058638786,3,427,0,0,0,2,0,0,1,0,3
影响,1.766732118381245,4605,428,691,559,764,1412,1719,406,2410,1516,9477
周一,3.8872306853676064,1059,429,5,10,7,647,85,43,241,964,2002
想法,6.848254718109604,136,430,16,3,17,29,18,22,22,27,154
Valeria,8.981521248973069,31,431,0,0,0,17,0,0,0,15,32
周五,4.0576666466314055,941,432,0,9,21,498,87,39,155,951,1760
回吐,6.167533234583017,218,433,1,0,10,64,17,1,62,93,248
提高,2.9786155177976563,1988,434,448,306,239,290,490,157,935,215,3080
投票,6.077736564232371,232,435,6,4,13,240,11,3,69,77,423
威胁,5.224911125660592,419,436,8,7,2,227,55,41,41,180,561
利好,3.988811284903545,987,437,64,64,95,125,141,22,402,424,1337
宽松,4.709305366571157,599,438,17,111,112,322,70,7,130,180,949
关系紧张,8.89132344000149,33,439,0,2,0,18,2,1,3,8,34
关税,4.499006017222729,693,440,117,7,15,845,243,7,178,671,2083
澳洲,6.16093049975877,219,441,2,2,1,307,35,3,136,75,561
此前,2.470661391528767,2827,442,279,270,256,704,220,403,1164,774,4070
下次,7.86962836890217,67,443,0,1,0,35,4,3,8,26,77
信件,9.180830057196475,27,444,0,0,0,23,0,0,6,4,33
闹剧,9.543400136581182,21,445,4,0,0,7,2,13,9,0,35
担忧,3.6273785292205356,1268,446,32,42,74,547,190,39,260,634,1818
英国首相,6.121936368142906,225,447,0,0,0,224,0,1,6,90,321
平息,8.89132344000149,33,448,0,2,4,12,2,6,3,5,34
日元,4.816776486636435,556,449,0,5,27,1128,10,1,91,338,1600
明年初,9.180830057196475,27,450,1,1,1,5,4,6,6,4,28
分析师,2.712922656491832,2390,451,90,177,122,909,337,192,611,1947,4385
留在,7.526326623222241,85,452,8,0,5,48,5,8,18,11,103
路径,5.004980221797056,488,453,62,29,45,160,40,35,100,124,595
会议,3.5242065713478716,1362,454,119,220,51,626,179,57,592,628,2472
新兴,3.938538078422321,1022,455,55,70,187,879,121,50,433,562,2357
协议,3.1445546708049243,1772,456,201,95,98,1517,184,209,1876,573,4753
预计,2.3744296141951136,3022,457,234,206,194,1167,1017,185,1295,1311,5609
受,2.988811284903545,1974,458,211,152,274,334,513,82,683,465,2714
部长,6.5958675564753175,162,459,10,8,5,88,31,12,24,44,222
海外,4.332091214373751,778,460,84,68,229,173,90,146,511,44,1345
收复,5.801291239139016,281,461,0,1,5,115,21,1,52,166,361
苏格兰,9.291861369585218,25,462,0,1,0,14,1,2,4,5,27
大部分,4.394620944010419,745,463,56,71,114,104,112,77,203,146,883
商品,3.4160813065167304,1468,464,37,29,130,517,1036,290,279,934,3252
后劲不足,10.935717559359944,8,465,1,0,0,1,4,0,2,0,8
人气,6.5958675564753175,162,466,1,0,14,50,5,9,48,60,187
周日,7.1808300571964745,108,467,0,2,0,66,10,5,12,50,145
并称,6.745893000479926,146,468,6,2,1,56,6,13,23,50,157
亿美元,3.3100087162954774,1580,469,98,162,236,769,158,805,1665,804,4697
国民,7.381128707682306,94,470,22,32,14,26,6,13,19,18,150
中美,5.451901782095686,358,471,1,8,16,177,75,11,77,129,494
峰会,5.362070371866621,381,472,22,6,3,312,19,43,80,218,703
回应,4.578165554741859,656,473,43,38,25,94,39,250,325,68,882
计价,6.059200612794943,235,474,5,12,19,61,60,3,19,144,323
增长,1.7265688490041955,4735,475,2169,988,1057,1519,1077,906,6439,1658,15813
承压,4.0576666466314055,941,476,60,41,18,320,125,8,114,642,1328
因对,8.89132344000149,33,477,0,0,0,18,1,2,5,10,36
策略师,4.554174608175358,667,478,0,9,8,343,9,0,123,463,955
引发,3.6491597977519854,1249,479,73,62,87,391,106,118,332,463,1632
国,5.664254531455568,309,480,23,11,28,149,82,9,79,111,492
某种,8.004980221797057,61,481,8,2,1,18,7,6,9,14,65
结束,3.6854191414536106,1218,482,45,49,138,366,152,67,332,442,1591
油价,4.41215560330293,736,483,11,4,72,328,917,2,182,763,2279
汇市,5.869628368902171,268,484,2,1,4,215,9,0,19,104,354
支撑,2.89679857006764,2104,485,79,54,66,689,545,64,331,2258,4086
下挫,4.437865722408826,723,486,6,11,36,189,73,5,216,383,919
欧元,3.993203054020703,984,487,14,6,12,2021,18,32,159,777,3039
发出,5.128362637302339,448,488,23,16,29,110,18,39,208,112,555
美国,2.0101631194863883,3890,489,169,296,382,5731,1970,475,2122,8003,19148
盘中,3.6712749591333407,1230,490,3,6,14,334,156,14,410,783,1720
视为,5.2422306018606175,414,491,24,25,24,131,17,33,96,136,486
未来,2.0898355249758813,3681,492,613,395,883,887,588,581,1879,769,6595
英国,3.876373098535518,1067,493,50,4,18,2745,65,75,205,921,4083
兑,4.629655869931602,633,494,2,18,11,1069,22,0,75,249,1446
复苏,5.780899450307839,285,495,12,12,20,98,39,0,99,87,367
负面,5.388823099472306,374,496,20,31,27,86,21,22,76,154,437
Sturgeon,12.350755058638786,3,497,0,0,0,3,0,0,0,0,3
日本,4.932902543752888,513,498,45,29,30,410,96,91,241,149,1091
交易员,5.002026904407709,489,499,0,22,10,265,29,0,55,374,755
选民,8.07773656423237,58,500,0,2,0,89,0,2,6,29,128
风波,7.194250572958795,107,501,6,7,5,33,6,27,45,6,135
日本央行,7.102827545195201,114,502,0,1,3,298,0,1,19,60,382
唯一,5.131586538176625,447,503,45,44,68,56,39,71,148,47,518
悲剧,9.76579255791763,18,504,2,1,3,3,1,18,2,1,31
输美,8.509452804657844,43,505,0,1,1,24,5,0,1,18,50
暗示,4.474238112073786,705,506,0,2,6,321,29,13,32,609,1012
国家,2.8920066960127864,2111,507,412,217,252,647,671,345,934,471,3949
推迟,6.678329716667291,153,508,1,25,4,71,44,36,26,17,224
分歧,5.827193102581774,276,509,5,18,29,138,25,4,50,76,345
忧虑,6.235277841218851,208,510,1,6,7,90,17,7,60,68,256
反对,6.22835842727906,209,511,2,1,1,140,16,17,32,63,272
原定,7.827193102581774,69,512,7,7,20,12,1,4,28,3,82
一大,5.7262641937309935,296,513,56,31,33,41,13,26,82,52,334
英镑,4.519975791069852,683,514,0,0,0,1898,8,0,59,568,2533
亚洲,4.783432717053361,569,515,70,53,50,202,91,23,224,210,923
这项,6.201007939134104,213,516,19,13,12,61,13,50,68,26,262
疲弱,5.935717559359942,256,517,10,9,12,71,26,5,71,93,297
正,3.0824080039562682,1850,518,200,119,406,339,181,168,581,503,2497
看似,7.090227508415568,115,519,10,4,15,18,10,24,19,27,127
致力于,6.141301693009837,222,520,28,12,43,31,16,27,93,7,257
欧元区,5.306360939280333,396,521,0,3,2,572,5,0,43,238,863
公民,8.509452804657844,43,522,4,3,5,16,1,4,15,5,53
主席,3.4229770965564446,1461,523,102,48,40,869,81,50,831,675,2696
大跌,4.185848131963099,861,524,5,22,111,219,170,26,515,332,1400
可行,7.381128707682306,94,525,5,7,5,4,11,9,59,5,105
前,2.0626580116984727,3751,526,993,438,1025,804,486,380,2324,714,7164
货币政策,3.809013086516753,1118,527,22,221,95,885,53,0,191,550,2017
真实,5.664254531455568,309,528,87,64,34,22,29,58,116,18,428
否决,7.492774063511215,87,529,2,5,2,57,2,2,32,29,131
流出,5.801291239139016,281,530,74,11,43,73,25,7,162,99,494
发表,4.2792926960821625,807,531,15,6,17,436,31,84,242,335,1166
加大,3.455937295330843,1428,532,329,282,184,220,287,99,457,138,1996
降税,10.476285940722645,11,533,3,0,2,0,2,0,6,0,13
春天,8.263292217388447,51,534,3,2,10,1,6,3,49,6,80
实体,4.339527803215533,774,535,256,220,90,60,291,97,420,32,1466
与会者,9.350755058638786,24,536,2,0,0,22,0,0,5,12,41
互动,6.2422306018606175,207,537,27,14,20,1,17,49,178,0,306
刘士余,8.291861369585218,50,538,2,0,18,0,6,0,71,0,97
周期,3.6759742956691612,1226,539,106,88,231,625,282,58,388,525,2303
纳入,4.750842216451659,582,540,151,107,287,42,69,53,497,23,1229
思路,5.827193102581774,276,541,61,31,79,12,24,14,80,29,330
多个,4.439862532472772,722,542,93,67,82,48,88,164,267,56,865
股份,2.3385961305703744,3098,543,1141,436,328,4,234,254,7823,14,10234
提出,3.49588667537855,1389,544,273,210,162,187,183,190,679,82,1966
务实,8.848254718109605,34,545,4,2,1,4,8,1,16,0,36
创新,3.4160813065167304,1468,546,608,245,443,56,244,355,1288,46,3285
一系列,4.333946770952233,777,547,94,64,64,130,73,71,296,97,889
起到,5.476285940722645,352,548,37,32,45,37,64,28,122,46,411
有人,6.028826963751425,240,549,34,20,43,33,27,65,71,24,317
畅快,11.935717559359944,4,550,0,0,0,0,0,2,2,0,4
背景,3.5052650076944114,1380,551,198,167,250,174,210,96,465,192,1752
制度,4.022828223129981,964,552,414,176,208,41,233,53,1209,12,2346
减费,11.12836263730234,7,553,2,3,1,0,0,0,3,0,9
座谈,9.128362637302338,28,554,1,10,2,0,3,4,11,0,31
特别,3.6160454384129483,1278,555,164,174,136,164,170,102,534,180,1624
一种,4.120334263546404,901,556,175,83,131,157,101,125,239,218,1229
放宽,6.5869894051288655,163,557,38,31,25,15,23,2,96,6,236
风趣,12.935717559359944,2,558,0,0,0,0,0,0,2,0,2
良性,7.350755058638786,96,559,13,13,21,9,5,9,37,2,109
呼吁,6.256237459854497,205,560,9,15,14,81,30,16,37,37,239
聚焦,5.059200612794943,470,561,90,34,69,71,21,58,163,63,569
回购,4.589203826194307,651,562,39,279,134,38,20,57,2826,20,3413
酝酿,7.115538596944755,113,563,17,18,17,7,2,10,26,29,126
刘士,8.476285940722645,44,564,0,0,13,0,2,0,55,0,70
笔者,6.5958675564753175,162,565,28,24,22,11,58,32,73,52,300
入市,5.975715627291861,249,566,69,43,82,15,41,0,172,12,434
上市公司,3.2274958293215903,1673,567,395,196,590,8,141,78,4647,2,6057
董少鹏,12.935717559359944,2,568,0,0,0,0,0,0,5,0,5
真知灼见,12.350755058638786,3,569,0,0,0,0,0,0,3,0,3
解决问题,8.381128707682306,47,570,3,2,1,3,5,6,19,11,50
指出,2.342793403732305,3089,571,397,355,270,1027,316,194,1008,1417,4984
我国,3.7607918768592636,1156,572,579,312,238,182,888,79,654,9,2941
政府,3.365861951028995,1520,573,234,1379,163,557,227,141,659,345,3705
挨,12.350755058638786,3,574,0,0,0,0,0,0,4,0,4
改革,3.962737773293652,1005,575,447,236,184,120,305,41,858,31,2222
开放,4.86693928137453,537,576,76,124,212,106,104,100,211,13,946
服务,2.6273785292205356,2536,577,1393,542,536,122,539,1010,2485,79,6706
顺应,7.61378946447258,80,578,12,10,13,4,9,5,42,2,97
方案,4.141301693009837,888,579,233,155,72,94,172,126,708,44,1604
压力,2.7834327170533606,2276,580,290,383,278,775,506,129,610,776,3747
释放,4.51365279318713,686,581,58,101,74,185,149,25,236,98,926
私募,5.013876622285453,485,582,54,97,1189,21,158,25,506,8,2058
亏了,9.848254718109605,17,583,0,0,7,1,5,0,7,1,21
采取措施,7.459984128393544,89,584,5,5,4,21,9,7,33,15,99
期待,5.505265007694411,345,585,36,27,55,42,43,48,121,47,419
长期,2.9230930204948833,2066,586,638,143,931,335,182,87,751,433,3500
余,7.065352839776539,117,587,15,10,40,8,3,7,70,6,159
稳定,3.0280757556944153,1921,588,321,230,380,655,329,72,879,259,3125
听到,7.913349746331488,65,589,4,0,3,14,5,11,15,18,70
引导,4.765792557917631,576,590,115,95,122,57,93,27,286,15,810
举措,4.6388013524806535,629,591,93,64,42,159,64,31,258,85,796
共识,5.987350327775265,247,592,19,32,32,57,28,24,75,36,303
角度看,6.668931018665042,154,593,27,23,40,11,28,8,32,17,186
完善,3.9613029695544157,1006,594,239,217,166,48,214,74,722,3,1683
发生,3.1900432353578085,1717,595,447,188,241,247,242,228,593,283,2469
高质量,5.664254531455568,309,596,82,29,39,23,68,28,182,0,451
建议,3.9512991005588045,1013,597,125,59,135,119,163,56,676,164,1497
上任,7.07773656423237,116,598,18,2,7,53,1,7,30,19,137
职务,5.993203054020703,246,599,93,31,38,13,2,32,170,5,384
助力,5.354516977434986,383,600,85,49,62,15,75,54,138,12,490
期货交易,5.556339192288681,333,601,0,6,7,41,155,0,14,210,433
有利于,4.249217032176724,824,602,154,137,162,77,145,26,416,71,1188
形势,4.809013086516752,559,603,55,85,39,134,116,17,167,73,686
退市,6.552013266885891,167,604,8,1,14,0,5,7,576,0,611
中信,6.034850751379194,239,605,37,48,56,2,68,6,201,2,420
违规者,11.350755058638786,6,606,2,0,0,0,0,1,9,0,12
差异,5.459984128393545,356,607,91,57,60,37,47,20,123,16,451
推出,3.684235148739731,1219,608,304,203,233,49,260,419,645,21,2134
连续性,7.958437635860027,63,609,8,2,2,6,26,0,28,0,72
交流,5.981521248973068,248,610,39,23,27,10,55,41,115,7,317
义务,5.981521248973068,248,611,71,34,53,5,36,51,173,3,426
发言,7.4121556033029306,92,612,0,4,5,24,3,13,31,25,105
政策措施,7.913349746331488,65,613,16,12,10,3,12,2,33,1,89
诉讼,6.128362637302338,224,614,14,25,3,6,10,122,316,3,499
多位,5.167533234583017,436,615,68,79,101,80,28,36,104,44,540
节点,7.004980221797057,122,616,18,17,8,16,11,37,36,13,156
提到,4.827193102581774,552,617,81,46,34,103,74,91,200,55,684
推动,2.7974457591877213,2254,618,474,281,233,431,356,199,935,622,3531
企稳,5.2632922173884475,408,619,18,32,33,87,65,4,110,188,537
频频,6.059200612794943,235,620,33,37,32,11,11,38,95,13,270
力度,3.8271931025817736,1104,621,240,231,104,105,291,68,410,69,1518
规则,4.343260522091862,772,622,150,113,62,99,216,70,639,43,1392
手机号码,10.028826963751424,15,623,1,2,2,0,0,7,9,0,21
历史,3.382088265443578,1503,624,124,79,365,245,231,70,674,422,2210
像是,7.526326623222241,85,625,6,5,10,5,7,20,24,16,93
逆,6.16093049975877,219,626,36,80,29,345,7,0,38,21,556
号码,9.180830057196475,27,627,1,4,0,6,0,17,29,0,57
骂,10.128362637302338,14,628,2,0,0,2,1,7,7,0,19
互通信息,12.350755058638786,3,629,0,0,0,0,1,0,2,0,3
座谈会,7.128362637302338,112,630,17,30,6,1,8,5,111,1,179
目标,2.9968731018937715,1963,631,262,131,1882,620,164,155,868,962,5044
质押,4.961302969554415,503,632,303,165,196,7,5,49,1302,1,2028
发展,1.9670507661647343,4008,633,2206,937,1387,265,1110,851,3910,196,10862
市,5.501089331723218,346,634,76,45,61,9,105,28,180,10,514
说,2.7626651015858275,2309,635,296,196,407,664,436,648,790,841,4278
措施,3.67715152547001,1225,636,148,166,94,365,275,89,554,239,1930
深化改革,7.4121556033029306,92,637,11,9,4,1,17,3,84,0,129
机制,4.000552509756248,979,638,280,273,154,154,216,75,580,20,1752
坦率,11.350755058638786,6,639,1,0,1,1,0,1,2,0,6
对此,3.6445468600380817,1253,640,228,99,145,169,97,219,487,101,1545
具体措施,8.350755058638786,48,641,5,11,5,3,6,0,17,1,48
建投,7.249217032176725,103,642,2,28,34,1,15,1,110,2,193
多渠道,8.180830057196475,54,643,19,7,12,0,6,0,12,0,56
感觉,6.806434542414976,140,644,12,7,17,24,21,25,37,14,157
化解,5.335804717172815,388,645,154,247,44,16,51,2,268,13,795
不合时宜,10.476285940722645,11,646,0,0,0,3,1,1,5,1,11
幅度,4.256237459854496,820,647,104,72,164,147,255,28,308,98,1176
局面,4.907811562790058,522,648,52,41,58,95,124,36,131,76,613
应,3.753323205955414,1162,649,248,160,157,133,91,87,609,117,1602
政策,2.397528627307524,2974,650,569,613,520,1560,661,170,1767,776,6636
信号,4.249217032176724,824,651,29,47,49,254,45,42,230,508,1204
中国证监会,5.455937295330843,357,652,10,39,78,2,114,2,334,0,579
十几位,12.935717559359944,2,653,0,0,0,0,0,0,3,0,3
证券市场,6.806434542414976,140,654,6,4,25,2,5,0,150,0,192
参加,5.6183049455950735,319,655,82,25,20,51,32,42,130,39,421
各方,5.302722362216985,397,656,58,39,24,31,62,29,230,8,481
推进改革,10.350755058638786,12,657,0,3,0,2,1,0,6,0,12
改革开放,6.706898868864061,150,658,57,20,25,16,23,15,90,2,248
不远,7.86962836890217,67,659,1,0,4,40,4,2,25,20,96
克服困难,12.350755058638786,3,660,0,0,0,0,0,0,5,0,5
难题,6.028826963751425,240,661,58,46,42,17,9,30,66,10,278
生态,5.235277841218851,416,662,156,30,53,2,49,256,359,0,905
昨天下午,11.61378946447258,5,663,0,0,0,0,0,2,4,0,6
平准基金,11.61378946447258,5,664,0,0,4,0,0,0,5,0,9
改善,3.927288937289362,1030,665,234,143,109,111,135,48,481,103,1364
创立,6.981521248973068,124,666,17,1,15,2,1,40,60,2,138
民营企业,5.388823099472306,374,667,177,540,147,17,11,1,594,0,1487
而据,7.981521248973068,62,668,10,4,9,6,2,5,25,4,65
违法,5.464042344967899,355,669,79,81,21,16,30,72,444,2,745
代表,4.002026904407709,978,670,84,64,171,190,143,139,489,107,1387
股权,3.2043985283348784,1700,671,1491,492,589,11,70,178,3239,5,6075
下行,3.1584622441680197,1755,672,115,278,332,486,320,4,311,1301,3147
证监会,3.870974794609687,1071,673,64,165,332,7,236,17,2179,2,3002
质量,4.536973867421749,675,674,158,178,67,14,185,59,471,8,1140
处罚,5.7607918768592645,289,675,235,98,18,12,38,73,263,2,739
情况,1.8899578979772595,4228,676,1044,636,827,788,1057,411,2115,878,7756
原因,2.7859704398552605,2272,677,490,293,381,328,336,202,1017,339,3386
美,3.8750216276723886,1068,678,43,56,89,529,260,194,523,523,2217
内外,7.249217032176725,103,679,13,7,11,9,39,11,26,10,126
一揽子,7.913349746331488,65,680,15,4,11,4,5,3,28,5,75
冬天,8.543400136581182,42,681,0,2,3,3,6,14,22,2,52
南大街,10.476285940722645,11,682,0,0,0,0,0,0,18,0,18
抓紧,7.115538596944755,113,683,31,14,6,1,16,4,65,2,139
留给,8.381128707682306,47,684,3,2,4,8,3,13,24,1,58
东直门,10.935717559359944,8,685,0,0,0,0,0,0,9,0,9
偏大,10.476285940722645,11,686,0,0,2,0,2,1,6,0,11
国企改革,7.668931018665042,77,687,4,2,63,0,10,0,72,0,151
救,8.180830057196475,54,688,18,5,26,5,0,3,46,7,110
预期,1.9648926579973254,4014,689,193,346,390,2107,1025,195,2218,3540,10014
股民,8.180830057196475,54,690,1,2,8,0,1,5,74,0,91
做法,5.526326623222241,340,691,35,28,39,70,38,38,94,42,384
周年,7.381128707682306,94,692,10,2,32,2,8,11,54,2,121
簿,12.935717559359944,2,693,0,0,0,0,0,0,3,0,3
红利,5.947032872587777,254,694,33,9,91,13,5,71,124,6,352
合格,6.443864463030269,180,695,14,30,53,9,32,11,96,4,249
表态,5.627378529220536,317,696,13,29,22,99,20,31,144,46,404
修改,5.509452804657845,344,697,46,48,34,70,46,39,312,36,631
等待,4.829809050788785,551,698,42,20,66,78,65,42,124,219,656
地说,7.913349746331488,65,699,6,3,8,9,3,9,20,9,67
完好,8.509452804657844,43,700,0,0,0,15,1,0,1,34,51
中旬,5.062273446844566,469,701,17,21,39,105,119,22,75,159,557
预测,3.9091941168401774,1043,702,56,27,52,415,139,51,407,376,1523
Forex,9.291861369585218,25,703,0,0,0,16,0,0,0,26,42
表现,2.4009283478796757,2967,704,206,176,849,744,378,173,1355,1200,5081
经验,4.363964915856397,761,705,142,75,339,41,85,56,296,23,1057
多头,4.270381642174766,812,706,2,8,31,267,125,0,42,912,1387
